Accession,Length,Nuc_Completeness,Geo_Location
MT956702,29856,complete,USA: FL
MT956703,29835,complete,USA: FL
MT956704,29841,complete,USA: FL
MT956705,29471,partial,USA: FL
MT956706,29814,complete,USA: FL
MT956707,29806,partial,USA: FL
MT956708,29702,partial,USA: FL
MT956709,29859,complete,USA: FL
MT956710,29841,complete,USA: FL
MT956711,29815,partial,USA: FL
MT956712,29816,complete,USA: FL
MT956713,29849,complete,USA: FL
MT956714,29849,complete,USA: FL
MT956715,29817,complete,USA: FL
MT956716,29817,complete,USA: FL
MT956717,29855,complete,USA: FL
MT956718,29853,complete,USA: FL
MT956719,29848,complete,USA: FL
MT956720,29850,complete,USA: FL
MT956721,29842,complete,USA: FL
MT956722,29816,complete,USA: FL
MT956723,29842,complete,USA: FL
MT956724,29847,complete,USA: FL
MT956725,29809,partial,USA: FL
MT956726,29847,complete,USA: FL
MT956727,29816,complete,USA: FL
MT956728,29813,partial,USA: FL
MT956729,29851,complete,USA: FL
MT956730,29815,complete,USA: FL
MT956731,29854,complete,USA: FL
MT956732,29842,complete,USA: FL
MT956733,29777,partial,USA: FL
MT956734,29845,partial,USA: FL
MT956735,29840,complete,USA: FL
MT956736,29803,complete,USA: FL
MT956737,29842,complete,USA: FL
MT956738,29835,complete,USA: FL
MT956739,29782,partial,USA: FL
MT956740,29806,complete,USA: FL
MT956741,29843,complete,USA: FL
MT956742,29852,complete,USA: FL
MT956743,29849,complete,USA: FL
MT956744,29847,complete,USA: FL
MT956745,29839,complete,USA: FL
MT956746,29829,complete,USA: FL
MT956747,29839,complete,USA: FL
MT956748,29813,complete,USA: FL
MT956749,29841,complete,USA: FL
MT956750,29855,complete,USA: FL
MT956751,29844,complete,USA: FL
MT956752,29846,complete,USA: FL
MT956753,29848,complete,USA: FL
MT956754,29847,complete,USA: FL
MT956755,29849,complete,USA: FL
MT956756,29852,complete,USA: FL
MT956757,29859,complete,USA: FL
MT956758,29803,complete,USA: FL
MT956759,29848,complete,USA: FL
MT956760,29845,complete,USA: FL
MT956761,29849,complete,USA: FL
MT956762,29851,complete,USA: FL
MT956763,29805,partial,USA: FL
MT956764,29798,partial,USA: FL
MT956765,29799,partial,USA: FL
MT956766,29813,partial,USA: FL
MT956767,29837,complete,USA: FL
MT956768,29852,complete,USA: FL
MT956769,29815,complete,USA: FL
MT956770,29852,complete,USA: FL
MT956771,29798,partial,USA: FL
MT956772,29813,complete,USA: FL
MT956773,29813,complete,USA: FL
MT956774,29812,partial,USA: FL
MT956775,29813,complete,USA: FL
MT956776,29846,complete,USA: FL
MT956777,29814,complete,USA: FL
MT956778,29750,partial,USA: FL
MT956779,29797,partial,USA: FL
MT956780,29813,partial,USA: FL
MT956781,29648,partial,USA: FL
MT956782,29641,partial,USA: FL
MT956783,29844,complete,USA: FL
MT956784,29856,complete,USA: FL
MT956785,29817,complete,USA: FL
MT956786,29848,complete,USA: FL
MT956787,29813,complete,USA: FL
MT956788,29849,complete,USA: FL
MT956789,29846,complete,USA: FL
MT956790,29852,complete,USA: FL
MT956791,29812,complete,USA: FL
MT956792,29799,partial,USA: FL
MT956793,29848,complete,USA: FL
MT956794,29847,complete,USA: FL
MT956795,29850,complete,USA: FL
MT956796,29848,complete,USA: FL
MT956797,29802,complete,USA: FL
MT956798,29844,complete,USA: FL
MT956799,29855,complete,USA: FL
MT956800,29729,partial,USA: FL
MT956801,29856,complete,USA: FL
MT956802,29873,complete,USA: FL
MT956803,29842,complete,USA: FL
MT956804,29849,complete,USA: FL
MT956805,29850,complete,USA: FL
MT956806,29853,complete,USA: FL
MT956807,29757,partial,USA: FL
MT956808,29814,partial,USA: FL
MT956809,29804,partial,USA: FL
MT956810,29792,partial,USA: FL
MT956811,29769,partial,USA: FL
MT956812,29757,partial,USA: FL
MT956813,29843,complete,USA: FL
MT956814,29828,complete,USA: FL
MT956815,29848,partial,USA: FL
MT956911,29903,complete,Spain
MT956912,29903,complete,Spain
MT956913,29903,complete,Spain
MT956914,29897,complete,Spain
MT956915,29903,complete,Spain
MT956916,29903,complete,Spain
MT956917,29903,complete,Spain
MT956918,29903,complete,Spain
MT958205,29827,complete,USA: Minnesota
MT958206,29824,complete,USA: Minnesota
MT958207,29854,complete,USA: Minnesota
MT958208,29822,complete,USA: Minnesota
MT958209,29855,complete,USA: Minnesota
MT958210,29831,complete,USA: Minnesota
MT958211,29861,complete,USA: Minnesota
MT958212,29824,complete,USA: Minnesota
MT958213,29828,complete,USA: Minnesota
MT958214,29846,complete,USA: Minnesota
MT958215,29857,complete,USA: Minnesota
MT958216,29849,complete,USA: Minnesota
MT958217,29817,complete,USA: Minnesota
MT958218,29824,complete,USA: Minnesota
MT958219,29813,complete,USA: Minnesota
MT958220,29824,complete,USA: Minnesota
MT958221,29850,complete,USA: Minnesota
MT958222,29822,complete,USA: Minnesota
MT958223,29850,complete,USA: Minnesota
MT958224,29824,complete,USA: Minnesota
MT958225,29824,complete,USA: Minnesota
MT958226,29815,complete,USA: Minnesota
MT958227,29853,complete,USA: Minnesota
MT958228,29823,complete,USA: Minnesota
MT958229,29842,complete,USA: Minnesota
MT958230,29819,complete,USA: Minnesota
MT958231,29855,complete,USA: Minnesota
MT958232,29832,complete,USA: Minnesota
MT958233,29853,complete,USA: Minnesota
MT958234,29816,complete,USA: Minnesota
MT958235,29819,complete,USA: Minnesota
MT958236,29827,complete,USA: Minnesota
MT958237,29818,complete,USA: Minnesota
MT958238,29650,complete,USA: Minnesota
MT958239,29848,complete,USA: Minnesota
MT958240,29824,complete,USA: Minnesota
MT958241,29815,complete,USA: Minnesota
MT958242,29856,complete,USA: Minnesota
MT958243,29829,complete,USA: Minnesota
MT958244,29823,complete,USA: Minnesota
MT958245,29824,complete,USA: Minnesota
MT958246,29824,complete,USA: Minnesota
MT958247,29823,complete,USA: Minnesota
MT958248,29822,complete,USA: Minnesota
MT958249,29874,complete,USA: Minnesota
MT958250,29824,complete,USA: Minnesota
MT958251,29823,complete,USA: Minnesota
MT958252,29820,complete,USA: Minnesota
MT958253,29649,complete,USA: Minnesota
MT958254,29816,complete,USA: Minnesota
MT958255,29826,complete,USA: Minnesota
MT958256,29859,complete,USA: Minnesota
MT958257,29824,complete,USA: Minnesota
MT958258,29824,complete,USA: Minnesota
MT958259,29844,complete,USA: Minnesota
MT958260,29846,complete,USA: Minnesota
MT958261,29819,complete,USA: Minnesota
MT958262,29847,complete,USA: Minnesota
MT958263,29822,complete,USA: Minnesota
7CTT_Q,20,partial,
7CTT_T,40,partial,
MT950187,29768,complete,India: Ahmedabad
MT950188,29747,complete,India: Ahmedabad
MT950189,29764,complete,India: Ahmedabad
MT950190,29800,complete,India: Ahmedabad
MT950191,29800,complete,India: Ahmedabad
MT950192,29800,complete,India: Ahmedabad
MT950193,29800,complete,India: Ahmedabad
MT950195,29800,complete,India: Ahmedabad
MT950230,29800,complete,India: Kalol
MT950231,29800,complete,India: Kalol
MT950348,29800,complete,India: Ahmedabad
MT950349,29800,complete,India: Ahmedabad
MT950532,29800,complete,India: Ahmedabad
MT950684,29800,complete,India: Ahmedabad
MT950725,29800,complete,India: Ahmedabad
MT950761,29800,complete,India: Daskroi
MT951157,29800,complete,India: Daskroi
MT951170,29800,complete,India: Dhandhuka
MT951177,29800,complete,India: Dhandhuka
MT951181,29762,complete,India: Ahmedabad
MT951208,29796,complete,India: Daskroi
MT951392,29800,complete,India: Dahegam
MT951393,29800,complete,India: Dahegam
MT951924,29867,complete,USA: Virginia
MT951925,29868,complete,USA: Virginia
MT951926,29865,complete,USA: Virginia
MT951927,29853,complete,USA: Virginia
MT951928,29900,partial,USA: Virginia
MT951929,29861,complete,USA: Virginia
MT951930,29827,complete,USA: Virginia
MT951931,29866,complete,USA: Virginia
MT951932,29860,complete,USA: Virginia
MT951933,29824,partial,USA: Virginia
MT951934,29867,complete,USA: Virginia
MT951935,29892,complete,USA: Virginia
MT951936,29872,complete,USA: Virginia
MT951937,29852,complete,USA: Virginia
MT951938,29859,complete,USA: Virginia
MT951939,29856,complete,USA: Virginia
MT951940,29858,complete,USA: Virginia
MT951941,29902,complete,USA: Virginia
MT951942,29854,complete,USA: Virginia
MT951943,29851,partial,USA: Virginia
MT951944,29871,complete,USA: Virginia
MT951945,29865,complete,USA: Virginia
MT951946,29903,complete,USA: Virginia
MT951947,29863,complete,USA: Virginia
MT951948,29839,complete,USA: Virginia
MT951949,29868,complete,USA: Virginia
MT951950,29899,complete,USA: Virginia
MT951951,29882,complete,USA: Virginia
MT951952,29866,complete,USA: Virginia
MT951953,29832,complete,USA: Virginia
MT951954,29901,partial,USA: Virginia
MT951955,29902,complete,USA: Virginia
MT951956,29869,complete,USA: Virginia
MT951957,29865,complete,USA: Virginia
MT951958,29870,complete,USA: Virginia
MT951959,29867,complete,USA: Virginia
MT951960,29880,complete,USA: Virginia
MT951961,29865,complete,USA: Virginia
MT951962,29901,complete,USA: Virginia
MT951963,29867,complete,USA: Virginia
MT951964,29882,complete,USA: Virginia
MT951965,29901,complete,USA: Virginia
MT951966,29848,complete,USA: Virginia
MT951967,29866,complete,USA: Virginia
MT951968,29873,complete,USA: Virginia
MT951969,29868,complete,USA: Virginia
MT951970,29872,complete,USA: Virginia
MT951971,29866,complete,USA: Virginia
MT951972,29848,complete,USA: Virginia
MT951973,29893,complete,USA: Virginia
MT951974,29902,complete,USA: Virginia
MT951975,29863,complete,USA: Virginia
MT951976,29872,complete,USA: Virginia
MT951977,29834,complete,USA: Virginia
MT951978,29847,complete,USA: Virginia
MT951979,29895,partial,USA: Virginia
MT951980,29839,complete,USA: Virginia
MT952134,29796,complete,USA
MT952603,29892,complete,USA: Virginia
MT952604,29842,complete,USA: Virginia
MT952605,29865,complete,USA: Virginia
MT952606,29865,complete,USA: Virginia
MT952607,29837,complete,USA: Virginia
MT952608,29870,complete,USA: Virginia
MT952609,29891,complete,USA: Virginia
MT952610,29871,complete,USA: Virginia
MT952611,29832,partial,USA: Virginia
MT952612,29865,complete,USA: Virginia
MT952613,29839,complete,USA: Virginia
MT952614,29845,complete,USA: Virginia
MT952615,29832,complete,USA: Virginia
MT952616,29868,complete,USA: Virginia
MT952617,29870,complete,USA: Virginia
MT952618,29901,complete,USA: Virginia
MT952619,29899,complete,USA: Virginia
MT952620,29861,complete,USA: Virginia
MT952621,29865,complete,USA: Virginia
MT952622,29847,complete,USA: Virginia
MT952623,29850,complete,USA: Virginia
MT952624,29831,complete,USA: Virginia
MT952625,29867,complete,USA: Virginia
MT952626,29824,complete,USA: Virginia
MT952627,29851,complete,USA: Virginia
MT952628,29867,complete,USA: Virginia
MT952629,29867,complete,USA: Virginia
MT952630,29887,complete,USA: Virginia
MT952631,29850,complete,USA: Virginia
MT952632,29853,complete,USA: Virginia
MT952633,29824,complete,USA: Virginia
MT952634,29892,complete,USA: Virginia
MT952635,29857,complete,USA: Virginia
MT952636,29847,complete,USA: Virginia
MT952637,29834,complete,USA: Virginia
MT952638,29818,complete,USA: Virginia
MT952639,29865,complete,USA: Virginia
MT952640,29860,complete,USA: Virginia
MT952641,29831,partial,USA: Virginia
MT952642,29865,complete,USA: Virginia
MT952643,29865,complete,USA: Virginia
MT952644,29865,complete,USA: Virginia
MT952645,29866,complete,USA: Virginia
MT952646,29853,complete,USA: Virginia
MT952647,29865,complete,USA: Virginia
MT952648,29835,complete,USA: Virginia
MT952649,29873,complete,USA: Virginia
MT952650,29855,complete,USA: Virginia
MT952651,29872,complete,USA: Virginia
MT952652,29824,complete,USA: Virginia
MT952653,29817,complete,USA: Virginia
MT952654,29849,complete,USA: Virginia
MT952655,29903,complete,USA: Virginia
MT952656,29903,complete,USA: Virginia
MT952663,29859,complete,USA: Virginia
MT952664,29868,complete,USA: Virginia
MT952665,29902,complete,USA: Virginia
MT952666,29872,complete,USA: Virginia
MT952667,29864,complete,USA: Virginia
MT952668,29901,complete,USA: Virginia
MT952669,29819,complete,USA: Virginia
MT952670,29858,complete,USA: Virginia
MT952671,29840,complete,USA: Virginia
MT952672,29869,complete,USA: Virginia
MT952673,29865,complete,USA: Virginia
MT952674,29863,partial,USA: Virginia
MT952675,29862,complete,USA: Virginia
MT952676,29866,partial,USA: Virginia
MT952677,29886,complete,USA: Virginia
MT952678,29890,complete,USA: Virginia
MT952679,29899,complete,USA: Virginia
MT952680,29865,complete,USA: Virginia
MT952681,29856,complete,USA: Virginia
MT952682,29888,complete,USA: Virginia
MT952683,29865,complete,USA: Virginia
MT952684,29865,complete,USA: Virginia
MT952685,29856,complete,USA: Virginia
MT952686,29825,partial,USA: Virginia
MT952687,29862,complete,USA: Virginia
MT952688,29865,complete,USA: Virginia
MT952689,29872,partial,USA: Virginia
MT952690,29865,complete,USA: Virginia
MT952691,29855,complete,USA: Virginia
MT952692,29866,complete,USA: Virginia
MT952693,29867,complete,USA: Virginia
MT952694,29818,complete,USA: Virginia
MT952695,29865,complete,USA: Virginia
MT952696,29859,complete,USA: Virginia
MT952697,29819,complete,USA: Virginia
MT952698,29824,complete,USA: Virginia
MT952699,29822,partial,USA: Virginia
MT952700,29867,complete,USA: Virginia
MT952701,29855,complete,USA: Virginia
MT952702,29866,complete,USA: Virginia
LR880573,29903,partial,
LR880574,29903,partial,
LR880575,29903,partial,
LR880576,29903,partial,
LR880577,29903,partial,
LR880578,29903,partial,
LR880579,29903,partial,
LR880580,29903,partial,
LR880581,29903,partial,
LR880582,29903,partial,
LR880583,29903,partial,
LR880584,29903,partial,
LR880585,29903,partial,
LR880586,29903,partial,
LR880587,29903,partial,
LR880588,29903,partial,
LR880589,29903,partial,
LR880590,29903,partial,
LR880591,29903,partial,
LR880592,29903,partial,
LR880593,29903,partial,
LR880594,29903,partial,
LR880595,29903,partial,
LR880596,29903,partial,
LR880597,29903,partial,
LR880598,29903,partial,
LR880599,29903,partial,
LR880600,29903,partial,
LR880601,29903,partial,
LR880602,29903,partial,
LR880603,29903,partial,
LR880604,29903,partial,
LR880605,29903,partial,
LR880606,29903,partial,
LR880607,29903,partial,
LR880608,29903,partial,
LR880609,29903,partial,
LR880610,29903,partial,
LR880611,29903,partial,
LR880612,29903,partial,
LR880613,29903,partial,
LR880614,29903,partial,
LR880615,29903,partial,
LR880616,29903,partial,
LR880617,29903,partial,
LR880618,29903,partial,
LR880619,29903,partial,
LR880620,29903,partial,
LR880621,29903,partial,
LR880622,29903,partial,
LR880623,29903,partial,
LR880624,29903,partial,
LR880625,29903,partial,
LR880626,29903,partial,
LR880627,29903,partial,
LR880628,29903,partial,
LR880629,29903,partial,
LR880630,29903,partial,
LR880631,29903,partial,
LR880632,29903,partial,
LR880633,29903,partial,
LR880634,29903,partial,
LR880635,29903,partial,
LR880636,29903,partial,
LR880637,29903,partial,
LR880638,29903,partial,
LR880639,29903,partial,
LR880640,29903,partial,
LR880641,29903,partial,
LR880642,29903,partial,
LR880643,29903,partial,
LR880644,29903,partial,
MT947074,29845,complete,Egypt
MT947075,29845,complete,Egypt
MT947076,29845,complete,Egypt
MT947077,29845,complete,Egypt
MT947078,29845,complete,Egypt
MT947079,29845,complete,Egypt
MT947080,29845,complete,Egypt
MT947081,29845,complete,Egypt
MT947082,29845,complete,Egypt
MT947083,29845,complete,Egypt
MT947084,29845,complete,Egypt
MT947153,29845,complete,Egypt
MT947154,29845,complete,Egypt
MT947155,29845,complete,Egypt
MT947156,29845,complete,Egypt
MT947157,29845,complete,Egypt
MT947158,29845,complete,Egypt
MT947159,29845,complete,Egypt
MT947160,29845,complete,Egypt
MT947161,29845,complete,Egypt
MT947162,29845,complete,Egypt
MT947163,29845,complete,Egypt
MT947165,29845,complete,Egypt
MT947166,29845,complete,Egypt
MT947167,29845,complete,Egypt
MT947168,29845,complete,Egypt
MT947169,29845,complete,Egypt
MT947170,29845,complete,Egypt
MT947171,29845,complete,Egypt
MT947172,29845,complete,Egypt
MT947173,29845,complete,Egypt
MT947174,29845,complete,Egypt
MT947175,29845,complete,Egypt
MT947546,29849,complete,"USA: Washington,King County"
MT947547,29849,complete,"USA: Washington,King County"
MT947548,29857,complete,"USA: Washington,King County"
MT947549,29841,complete,"USA: Washington,King County"
MT947550,29849,complete,"USA: Washington,King County"
MT947551,29849,complete,"USA: Washington,King County"
MT947552,29863,complete,"USA: Washington,King County"
MT947553,29854,complete,"USA: Washington,King County"
MT947554,29846,complete,"USA: Washington,King County"
MT947555,29859,complete,"USA: Washington,King County"
MT947556,29850,complete,"USA: Washington,King County"
MT947557,29856,complete,"USA: Washington,King County"
MT947558,29859,complete,"USA: Washington,King County"
MT947559,29856,complete,"USA: Washington,King County"
MT947560,29859,complete,"USA: Washington,King County"
MT947561,29863,complete,"USA: Washington,King County"
MT947562,29840,complete,"USA: Washington,King County"
MT947563,29857,complete,"USA: Washington,King County"
MT947564,29857,complete,"USA: Washington,King County"
MT947565,29853,complete,"USA: Washington,King County"
MT947566,29858,complete,"USA: Washington,King County"
MT947567,29833,partial,"USA: Washington,King County"
MT947568,29868,complete,"USA: Washington,King County"
MT947569,29802,partial,"USA: Washington,King County"
MT947570,29862,complete,"USA: Washington,King County"
MT947571,29845,complete,"USA: Washington,King County"
MT947572,29857,complete,"USA: Washington,King County"
MT947573,29867,complete,"USA: Washington,King County"
MT947574,29860,complete,"USA: Washington,King County"
MT947575,29857,complete,"USA: Washington,King County"
MT947576,29836,complete,"USA: Washington,King County"
MT947577,29837,complete,"USA: Washington,King County"
MT947578,29850,complete,"USA: Washington,King County"
MT947579,29835,complete,"USA: Washington,King County"
MT947580,29833,complete,"USA: Washington,King County"
MT947581,29857,complete,"USA: Washington,King County"
MT947582,29857,complete,"USA: Washington,King County"
MT947583,29853,complete,"USA: Washington,King County"
MT947584,29839,complete,"USA: Washington,King County"
MT947585,29809,partial,"USA: Washington,King County"
MT947586,29848,complete,"USA: Washington,King County"
MT947587,29852,complete,"USA: Washington,King County"
MT947588,29832,complete,"USA: Washington,King County"
MT947589,29829,partial,"USA: Washington,King County"
MT947590,29846,partial,"USA: Washington,King County"
MT947591,29850,complete,"USA: Washington,King County"
MT947592,29857,complete,"USA: Washington,King County"
MT947593,29845,complete,"USA: Washington,King County"
MT947594,29813,partial,"USA: Washington,King County"
MT947595,29851,complete,"USA: Washington,King County"
MT941042,29709,partial,India: Ahmedabad
MT941046,29709,partial,India: Ahmedabad
MT941047,29800,complete,India: Ahmedabad
MT941052,29800,complete,India: Ahmedabad
MT941055,29800,complete,India: Ahmedabad
MT941056,29800,complete,India: Ahmedabad
MT941059,29762,complete,India: Daskroi
MT941060,29762,complete,India: Daskroi
MT941061,29762,complete,India: Daskroi
MT941067,29800,complete,India: Ahmedabad
MT941272,29800,complete,India: Ahmedabad
MT941274,29820,complete,India: Ahmedabad
MT941276,29800,complete,India: Ahmedabad
MT941403,29768,complete,India: Ahmedabad
MT946869,29857,complete,USA: Washington
MT946870,29857,complete,USA: Washington
MT946871,29833,complete,USA: Washington
MT946872,29823,complete,USA: Washington
MT946873,29868,complete,USA: Washington
MT946884,29873,complete,USA: Ak
MT946885,29864,complete,USA: Ak
MT946886,29864,complete,USA: Ak
MT946887,29863,complete,USA: Ak
MT946888,29856,complete,USA: Ak
MT946889,29863,complete,USA: Ak
MT946890,29862,complete,USA: Ak
MT946891,29854,complete,USA: Ak
MT946892,29861,complete,USA: Ak
MT946893,29856,complete,USA: Ak
MT946894,29857,complete,USA: Ak
MT946895,29861,complete,USA: Ak
MT946896,29867,complete,USA: Ak
MT845877,29835,complete,Germany
MT845878,29835,complete,Germany
MT940449,29800,complete,India: Ahmedabad
MT940451,29800,complete,India: Ahmedabad
MT940452,29800,complete,India: Ahmedabad
MT940458,29796,complete,India: Ahmedabad
MT940459,29800,complete,India: Ahmedabad
MT940460,29800,complete,India: Ahmedabad
MT940461,29768,complete,India: Ahmedabad
MT940462,29768,complete,India: Ahmedabad
MT940464,29800,complete,India: Ahmedabad
MT940472,29800,complete,India: Adajan
MT940473,29800,complete,India: Adajan
MT940474,29800,complete,India: Mehsana
MT940475,29800,complete,India: Mehsana
MT940476,29800,complete,India: Mehsana
MT940477,29800,complete,India: Modasa
MT940478,29800,complete,India: Modasa
MT940479,29772,complete,India: Modasa
MT940481,29821,complete,Iraq
MT940482,29817,complete,Iraq
MT940483,29818,complete,Iraq
MT940484,29820,complete,Iraq
MT940485,29817,complete,Iraq
MT940486,29820,complete,Iraq
MT940487,29820,complete,Iraq
MT940488,29820,complete,Iraq
MT940489,29819,complete,Iraq
MT940490,29820,complete,Iraq
MT940491,29820,complete,Iraq
MT940492,29819,complete,Iraq
MT940493,29820,complete,Iraq
MT940494,29818,complete,Iraq
MT940495,29820,complete,Iraq
MT940496,29820,complete,Iraq
MT940497,29819,complete,Iraq
MT940498,29817,complete,Iraq
MT940499,29820,complete,Iraq
MT940500,29819,complete,Iraq
MT940501,29820,complete,Iraq
MT940502,29820,complete,Iraq
MT940503,29820,complete,Iraq
MT940504,29820,complete,Iraq
MT940505,29818,complete,Iraq
MT940506,29816,partial,Iraq
MT940507,29819,complete,Iraq
MT940508,29819,complete,Iraq
MT940509,29865,complete,USA: Virginia
MT940510,29899,complete,USA: Virginia
MT940511,29901,complete,USA: Virginia
MT940512,29866,complete,USA: Virginia
MT940513,29841,complete,USA: Virginia
MT940514,29867,complete,USA: Virginia
MT940515,29891,complete,USA: Virginia
MT940516,29885,complete,USA: Virginia
MT940517,29900,complete,USA: Virginia
MT940518,29901,complete,USA: Virginia
MT940519,29899,complete,USA: Virginia
MT940520,29861,complete,USA: Virginia
MT940521,29900,complete,USA: Virginia
MT940522,29900,complete,USA: Virginia
MT940523,29867,complete,USA: Virginia
MT940524,29864,complete,USA: Virginia
MT940525,29850,complete,USA: Virginia
MT940526,29800,complete,India: Ahmedabad
MT843229,287,partial,Italy: Milan
MT843230,287,partial,Italy: Milan
MT843231,287,partial,Italy: Milan
MT843232,287,partial,Italy: Milan
MT843233,287,partial,Italy: Milan
MT843234,287,partial,Italy: Milan
MT843235,287,partial,Italy: Turin
MT843236,287,partial,Italy: Turin
MT843237,287,partial,Italy: Turin
MT843238,287,partial,Italy: Turin
MT843239,287,partial,Italy: Turin
MT843240,287,partial,Italy: Bologna
MT936988,490,partial,Iraq
MT936989,490,partial,Iraq
MT936990,490,partial,Iraq
MT936991,490,partial,Iraq
MT936992,490,partial,Iraq
MT936993,490,partial,Iraq
MT936994,658,partial,Iraq
MT936995,490,partial,Iraq
MT936996,490,partial,Iraq
MT936997,490,partial,Iraq
MT936998,490,partial,Iraq
MT936999,490,partial,Iraq
MT937000,490,partial,Iraq
MT937001,490,partial,Iraq
MT937002,490,partial,Iraq
MT937003,490,partial,Iraq
MT937004,490,partial,Iraq
MT937005,658,partial,Iraq
MT937006,795,partial,Iraq
MT937007,795,partial,Iraq
MT937008,795,partial,Iraq
MT937009,795,partial,Iraq
MT937010,253,partial,Iraq
MT937011,253,partial,Iraq
MT937012,795,partial,Iraq
MT937013,795,partial,Iraq
MT937014,253,partial,Iraq
MT937015,253,partial,Iraq
MT937016,253,partial,Iraq
MT937017,795,partial,Iraq
MT937018,253,partial,Iraq
MT937019,253,partial,Iraq
MT937020,253,partial,Iraq
MT937021,253,partial,Iraq
MT937022,253,partial,Iraq
MT937023,253,partial,Iraq
MT937024,795,partial,Iraq
MT937025,253,partial,Iraq
MT937317,29866,complete,USA: MD
MT937318,29821,complete,USA: MD
MT937319,29822,complete,USA: MD
MT937320,29832,complete,USA: MD
MT937321,29822,complete,USA: MD
MT937322,29819,complete,USA: MD
MT937323,29827,complete,USA: MD
MT937324,29890,complete,USA: MD
MT937325,29825,complete,USA: MD
MT937326,29821,complete,USA: MD
MT937327,29866,partial,USA: MD
MT937328,29865,partial,USA: MD
MT937808,29894,complete,USA: MD
MT937809,29813,partial,USA: MD
MT937810,29865,complete,USA: MD
MT937811,29827,complete,USA: MD
MT937812,29823,complete,USA: MD
MT937813,29821,complete,USA: MD
MT937814,29865,complete,USA: MD
MT937815,29865,complete,USA: MD
MT937816,29859,complete,USA: MD
MT937817,29835,complete,USA: MD
MT937818,29822,complete,USA: MD
MT937819,29812,partial,USA: MD
MT937820,29826,complete,USA: MD
MT937821,29825,complete,USA: MD
MT937822,29868,complete,USA: MD
MT937823,29901,complete,USA: MD
MT937824,29854,complete,USA: MD
MT937825,29852,complete,USA: MD
MT937826,29820,complete,USA: MD
MT937827,29822,complete,USA: MD
MT928960,29782,complete,"USA: Wisconsin, Dane county"
MT928961,29782,complete,"USA: Wisconsin, Dane county"
MT928962,29782,complete,"USA: Wisconsin, Columbia county"
MT928963,29782,complete,"USA: Illinois, Winnebago county"
MT928964,29779,complete,"USA: Wisconsin, Dane county"
MT928965,29782,complete,"USA: Wisconsin, Dane county"
MT928966,29782,complete,"USA: Wisconsin, Dane county"
MT928967,29775,complete,"USA: Wisconsin, Dane county"
MT928968,29775,complete,"USA: Wisconsin, Dane county"
MT928969,29782,partial,"USA: Wisconsin, Dane county"
MT928970,29782,complete,"USA: Wisconsin, Dane county"
MT928971,29782,complete,"USA: Wisconsin, Dane county"
MT928972,29775,complete,"USA: Wisconsin, Dane county"
MT928973,29782,complete,"USA: Wisconsin, Rock county"
MT928974,29782,complete,"USA: Wisconsin, Dane county"
MT928975,29782,complete,"USA: Wisconsin, Dane county"
MT928976,29782,complete,"USA: Wisconsin, Dane county"
MT928977,29782,partial,"USA: Wisconsin, Adams county"
MT928978,29782,partial,"USA: Wisconsin, Rock county"
MT928979,29782,complete,"USA: Wisconsin, Dane county"
MT928980,29782,complete,"USA: Wisconsin, Dane county"
MT928981,29782,complete,"USA: Wisconsin, Dane county"
MT928982,29773,complete,"USA: Wisconsin, Dane county"
MT928983,29782,complete,"USA: Wisconsin, Iowa county"
MT928984,29775,complete,"USA: Wisconsin, Dane county"
MT928985,29782,complete,"USA: Wisconsin, Dane county"
MT928986,29782,partial,"USA: Wisconsin, Dane county"
MT928987,29782,complete,"USA: Wisconsin, Dane county"
MT928988,29782,complete,"USA: Wisconsin, Dane county"
MT928989,29782,complete,"USA: Wisconsin, Jefferson county"
MT928990,29782,complete,"USA: Wisconsin, Waukesha county"
MT928991,29782,complete,"USA: Wisconsin, Dane county"
MT928992,29775,complete,"USA: Wisconsin, Dane county"
MT928993,29782,partial,"USA: Illinois, Winnebago county"
MT928994,29782,complete,"USA: Wisconsin, Milwaukee county"
MT928995,29782,complete,"USA: Wisconsin, Dane county"
MT928996,29782,complete,"USA: Wisconsin, Dane county"
MT928997,29782,partial,"USA: Wisconsin, Dane county"
MT928998,29782,complete,"USA: Wisconsin, Dane county"
MT928999,29782,complete,"USA: Wisconsin, Dane county"
MT929000,29782,complete,"USA: Wisconsin, Dane county"
MT929001,29775,complete,"USA: Wisconsin, Dane county"
MT929002,29782,complete,"USA: Wisconsin, Dane county"
MT929003,29782,complete,"USA: Wisconsin, Dane county"
MT929004,29782,complete,"USA: Wisconsin, Dane county"
MT929005,29782,complete,"USA: Wisconsin, Jefferson county"
MT929006,29775,complete,"USA: Wisconsin, Dane county"
MT929007,29782,complete,"USA: Wisconsin, Dane county"
MT929008,29782,complete,"USA: Wisconsin, Dane county"
MT929009,29767,complete,"USA: Wisconsin, Dane county"
MT929010,29782,complete,"USA: Wisconsin, Green county"
MT929011,29782,complete,"USA: Wisconsin, Dane county"
MT929012,29772,complete,"USA: Wisconsin, Dane county"
MT929013,29782,complete,"USA: Wisconsin, Dane county"
MT929014,29782,complete,"USA: Wisconsin, Dane county"
MT929015,29782,complete,"USA: Wisconsin, Dane county"
MT929016,29782,complete,"USA: Illinois, Winnebago county"
MT929017,29782,complete,"USA: Illinois, Winnebago county"
MT929018,29782,complete,"USA: Wisconsin, Dane county"
MT929019,29782,complete,"USA: Wisconsin, Milwaukee county"
